"Date/Time";"Sensible Cooling";"Mech Vent + Nat Vent + Infiltration";"External Infiltration";"Total Cooling";"General Lighting";"Computer + Equip";"Occupancy";"Solar Gains Exterior Windows";"Zone Sensible Cooling";"Air Temperature";"Radiant Temperature";"Operative Temperature";"Room Electricity";"Lighting";"Cooling (Electricity)";"Outside Dry-Bulb Temperature";
;"kW";"ac/h";"kW";"kW";"kW";"kW";"kW";"kW";"kW";"°C";"°C";"°C";"kW";"kW";"kW";"°C";
"01/01/2002 01:00:00";"0";"0,705454";"-1,495194";"0";"0";"0";"0";"0";"0";"28,47085";"28,58768";"28,52927";"0";"0";"0";"26,5";
"01/01/2002 02:00:00";"0";"0,705072";"-1,49945";"0";"0";"0";"0";"0";"0";"27,97654";"28,1483";"28,06242";"0";"0";"0";"26";
"01/01/2002 03:00:00";"0";"0,704103";"-1,225041";"0";"0";"0";"0";"0";"0";"27,58327";"27,73254";"27,65791";"0";"0";"0";"26";
"01/01/2002 04:00:00";"0";"0,703806";"-1,12658";"0";"0";"0";"0";"0";"0";"27,21563";"27,34591";"27,28077";"0";"0";"0";"25,775";
"01/01/2002 05:00:00";"0";"0,703836";"-1,124078";"0";"0";"0";"0";"0";"0";"26,83486";"26,97129";"26,90307";"0";"0";"0";"25,4";
"01/01/2002 06:00:00";"0";"0,703792";"-1,109789";"0";"0";"0";"0";"1,606137";"0";"26,48636";"26,64357";"26,56496";"0";"0";"0";"25,075";
"01/01/2002 07:00:00";"0";"0,702614";"-0,757446";"0";"0";"0";"0";"9,172";"0";"26,43377";"26,6464";"26,54009";"0";"0";"0";"25,525";
"01/01/2002 08:00:00";"-45,37363";"0,696915";"1,342768";"-89,48908";"20,86597";"12,27962";"14,34798";"20,60874";"-44,21217";"24,04831";"27,51071";"25,77951";"12,27962";"20,86597";"48,90114";"26,15";
"01/01/2002 09:00:00";"-54,71628";"0,695131";"1,844404";"-78,81665";"20,86597";"12,27962";"15,71474";"28,64003";"-54,71627";"24";"28,73853";"26,36927";"12,27962";"20,86597";"43,06921";"26,825";
"01/01/2002 10:00:00";"-62,71382";"0,692975";"2,481115";"-88,72121";"20,86597";"12,27962";"15,71474";"31,70553";"-62,71382";"24";"30,05337";"27,02668";"12,27962";"20,86597";"48,48153";"27,75";
"01/01/2002 11:00:00";"-71,50755";"0,690641";"3,164323";"-97,21746";"20,86597";"12,27962";"15,71474";"35,9077";"-71,50755";"24";"31,21715";"27,60857";"12,27962";"20,86597";"53,12429";"28,75";
"01/01/2002 12:00:00";"0";"0,702766";"-0,260714";"0";"0";"0";"0";"42,60349";"0";"29,95317";"32,34283";"31,148";"0";"0";"0";"29,75";
"01/01/2002 13:00:00";"-84,07057";"0,689242";"3,714452";"-125,2477";"20,86597";"12,27962";"10,88452";"47,77464";"-80,47307";"24,21112";"33,9619";"29,08651";"12,27962";"20,86597";"68,44139";"29,775";
"01/01/2002 14:00:00";"-100,1384";"0,689179";"3,597168";"-123,2315";"20,86597";"12,27962";"15,68476";"45,64164";"-100,0014";"24,01254";"34,41319";"29,21286";"12,27962";"20,86597";"67,33964";"29,4";
"01/01/2002 15:00:00";"-104,0182";"0,689877";"3,383465";"-126,9277";"20,86597";"12,27962";"15,70913";"57,51078";"-103,9919";"24,00237";"35,05379";"29,52808";"12,27962";"20,86597";"69,35941";"29,075";
"01/01/2002 16:00:00";"-105,2669";"0,690557";"3,180634";"-128,0588";"20,86597";"12,27962";"15,71366";"42,29063";"-105,2617";"24,00046";"35,06791";"29,53418";"12,27962";"20,86597";"69,97749";"28,775";
"01/01/2002 17:00:00";"-100,5921";"0,691361";"2,924956";"-122,1736";"20,86597";"12,27962";"15,71453";"23,65358";"-100,5911";"24,00009";"34,34526";"29,17267";"12,27962";"20,86597";"66,76154";"28,4";
"01/01/2002 18:00:00";"0";"0,708315";"-1,935834";"0";"0";"0";"0";"2,097518";"0";"30,6923";"33,0336";"31,86295";"0";"0";"0";"28,075";
"01/01/2002 19:00:00";"0";"0,709067";"-2,536276";"0";"0";"0";"0";"0";"0";"31,25507";"32,27359";"31,76433";"0";"0";"0";"27,775";
"01/01/2002 20:00:00";"0";"0,709307";"-2,698093";"0";"0";"0";"0";"0";"0";"31,10863";"31,45019";"31,27941";"0";"0";"0";"27,4";
"01/01/2002 21:00:00";"0";"0,709124";"-2,477393";"0";"0";"0";"0";"0";"0";"30,46215";"30,70433";"30,58324";"0";"0";"0";"27,075";
"01/01/2002 22:00:00";"0";"0,706922";"-1,938817";"0";"0";"0";"0";"0";"0";"29,83894";"30,02175";"29,93035";"0";"0";"0";"27,225";
"01/01/2002 23:00:00";"0";"0,704492";"-1,327939";"0";"0";"0";"0";"0";"0";"29,33741";"29,45954";"29,39847";"0";"0";"0";"27,6";
"02/01/2002";"0";"0,702803";"-0,830139";"0";"0";"0";"0";"0";"0";"28,94577";"29,00601";"28,97589";"0";"0";"0";"27,925";
"02/01/2002 01:00:00";"0";"0,702294";"-0,682516";"0";"0";"0";"0";"0";"0";"28,58232";"28,62146";"28,60189";"0";"0";"0";"27,775";
"02/01/2002 02:00:00";"0";"0,702277";"-0,676836";"0";"0";"0";"0";"0";"0";"28,19791";"28,24571";"28,22181";"0";"0";"0";"27,4";
"02/01/2002 03:00:00";"0";"0,702136";"-0,637105";"0";"0";"0";"0";"0";"0";"27,81479";"27,86102";"27,83791";"0";"0";"0";"27,075";
"02/01/2002 04:00:00";"0";"0,702623";"-0,770266";"0";"0";"0";"0";"0";"0";"27,40459";"27,47461";"27,4396";"0";"0";"0";"26,475";
"02/01/2002 05:00:00";"0";"0,703166";"-0,922097";"0";"0";"0";"0";"0";"0";"26,99485";"27,10509";"27,04997";"0";"0";"0";"25,85";
"02/01/2002 06:00:00";"0";"0,703887";"-1,136782";"0";"0";"0";"0";"2,355765";"0";"26,62344";"26,79588";"26,70966";"0";"0";"0";"25,175";
"02/01/2002 07:00:00";"0";"0,702032";"-0,601173";"0";"0";"0";"0";"10,42081";"0";"26,66041";"26,88252";"26,77146";"0";"0";"0";"25,975";
"02/01/2002 08:00:00";"-46,76598";"0,694167";"2,118524";"-90,2273";"20,86597";"12,27962";"14,19344";"18,01986";"-45,64138";"24,12487";"27,67453";"25,8997";"12,27962";"20,86597";"49,30454";"27,35";
"02/01/2002 09:00:00";"-57,11044";"0,690588";"3,114467";"-76,6031";"20,86597";"12,27962";"15,71474";"28,66818";"-57,11044";"24";"28,91931";"26,45965";"12,27962";"20,86597";"41,85962";"28,675";
"02/01/2002 10:00:00";"-65,50681";"0,68868";"3,69371";"-88,37086";"20,86597";"12,27962";"15,71474";"30,50691";"-65,50681";"24";"30,2904";"27,1452";"12,27962";"20,86597";"48,29008";"29,525";
"02/01/2002 11:00:00";"-76,17802";"0,687353";"4,120188";"-99,95179";"20,86597";"12,27962";"15,71474";"40,25385";"-76,17802";"24";"31,7871";"27,89355";"12,27962";"20,86597";"54,61847";"30,15";
"02/01/2002 12:00:00";"0";"0,702299";"-0,116796";"0";"0";"0";"0";"46,52219";"0";"30,81931";"33,41623";"32,11777";"0";"0";"0";"30,825";
"02/01/2002 13:00:00";"-92,86632";"0,686715";"4,470156";"-135,2153";"20,86597";"12,27962";"10,01912";"46,98325";"-88,45654";"24,32282";"35,05516";"29,68899";"12,27962";"20,86597";"73,88817";"31";
"02/01/2002 14:00:00";"-113,2958";"0,685524";"4,670565";"-135,7968";"20,86597";"12,27962";"15,66382";"64,65607";"-113,0449";"24,02248";"35,86917";"29,94583";"12,27962";"20,86597";"74,20588";"31";
"02/01/2002 15:00:00";"-117,4606";"0,685435";"4,677808";"-139,5893";"20,86597";"12,27962";"15,7041";"63,87242";"-117,4066";"24,00475";"36,42575";"30,21525";"12,27962";"20,86597";"76,27833";"31";
"02/01/2002 16:00:00";"-117,1926";"0,687133";"4,175102";"-138,7663";"20,86597";"12,27962";"15,71246";"52,11937";"-117,181";"24,00101";"36,21783";"30,10942";"12,27962";"20,86597";"75,82858";"30,25";
"02/01/2002 17:00:00";"-110,0374";"0,689467";"3,500126";"-130,9973";"20,86597";"12,27962";"15,71426";"30,51414";"-110,035";"24,00021";"35,24015";"29,62018";"12,27962";"20,86597";"71,58321";"29,25";
"02/01/2002 18:00:00";"0";"0,709427";"-2,232523";"0";"0";"0";"0";"3,361992";"0";"31,29946";"33,69918";"32,49932";"0";"0";"0";"28,25";
"02/01/2002 19:00:00";"0";"0,710396";"-2,904864";"0";"0";"0";"0";"0";"0";"31,78959";"32,80175";"32,29567";"0";"0";"0";"27,775";
"02/01/2002 20:00:00";"0";"0,710895";"-3,043309";"0";"0";"0";"0";"0";"0";"31,60898";"31,88084";"31,74491";"0";"0";"0";"27,4";
"02/01/2002 21:00:00";"0";"0,709965";"-2,702494";"0";"0";"0";"0";"0";"0";"30,78584";"31,07497";"30,93041";"0";"0";"0";"27,075";
"02/01/2002 22:00:00";"0";"0,708995";"-2,441086";"0";"0";"0";"0";"0";"0";"30,10555";"30,35666";"30,23111";"0";"0";"0";"26,775";
"02/01/2002 23:00:00";"0";"0,708031";"-2,272856";"0";"0";"0";"0";"0";"0";"29,48485";"29,72747";"29,60616";"0";"0";"0";"26,4";
"03/01/2002";"0";"0,707106";"-2,107829";"0";"0";"0";"0";"0";"0";"28,91978";"29,16687";"29,04333";"0";"0";"0";"26,075";
"03/01/2002 01:00:00";"0";"0,706158";"-1,826125";"0";"0";"0";"0";"0";"0";"28,44427";"28,66069";"28,55248";"0";"0";"0";"26";
"03/01/2002 02:00:00";"0";"0,705169";"-1,534224";"0";"0";"0";"0";"0";"0";"28,02664";"28,20154";"28,11409";"0";"0";"0";"26";
"03/01/2002 03:00:00";"0";"0,704246";"-1,260025";"0";"0";"0";"0";"0";"0";"27,63439";"27,77048";"27,70243";"0";"0";"0";"26";
"03/01/2002 04:00:00";"0";"0,703351";"-0,994798";"0";"0";"0";"0";"0";"0";"27,25379";"27,3484";"27,3011";"0";"0";"0";"26";
"03/01/2002 05:00:00";"0";"0,702931";"-0,874742";"0";"0";"0";"0";"0";"0";"26,85446";"26,93092";"26,89269";"0";"0";"0";"25,775";
"03/01/2002 06:00:00";"0";"0,702902";"-0,865859";"0";"0";"0";"0";"1,837819";"0";"26,46484";"26,57257";"26,5187";"0";"0";"0";"25,4";
"03/01/2002 07:00:00";"0";"0,703441";"-1,023939";"0";"0";"0";"0";"9,886614";"0";"26,36353";"26,63548";"26,49951";"0";"0";"0";"25,075";
"03/01/2002 08:00:00";"-46,5806";"0,694252";"2,103193";"-91,00737";"20,86597";"12,27962";"14,39846";"18,01285";"-45,45411";"24,04403";"27,58797";"25,816";"12,27962";"20,86597";"49,7308";"27,25";
"03/01/2002 09:00:00";"-57,2865";"0,690551";"3,160884";"-80,13656";"20,86597";"12,27962";"15,71474";"27,41778";"-57,2865";"24";"28,98698";"26,49349";"12,27962";"20,86597";"43,79047";"28,75";
"03/01/2002 10:00:00";"-67,3829";"0,688274";"3,839166";"-92,01097";"20,86597";"12,27962";"15,71474";"34,6195";"-67,3829";"24";"30,60832";"27,30416";"12,27962";"20,86597";"50,27922";"29,75";
"03/01/2002 11:00:00";"-79,55737";"0,686074";"4,516517";"-104,655";"20,86597";"12,27962";"15,71474";"41,86713";"-79,55737";"24";"32,23872";"28,11936";"12,27962";"20,86597";"57,1885";"30,75";
"03/01/2002 12:00:00";"0";"0,703157";"-0,361662";"0";"0";"0";"0";"52,95743";"0";"31,35259";"34,13759";"32,74509";"0";"0";"0";"31";
"03/01/2002 13:00:00";"-102,1994";"0,685121";"4,942999";"-148,6706";"20,86597";"12,27962";"9,440372";"59,06742";"-97,42113";"24,34268";"36,35928";"30,35098";"12,27962";"20,86597";"81,24078";"31,75";
"03/01/2002 14:00:00";"-123,5454";"0,685105";"4,824682";"-146,0756";"20,86597";"12,27962";"15,65438";"60,67831";"-123,2312";"24,02765";"37,03851";"30,53308";"12,27962";"20,86597";"79,82271";"31,25";
"03/01/2002 15:00:00";"-127,553";"0,685351";"4,670298";"-150,7402";"20,86597";"12,27962";"15,70121";"59,98859";"-127,4808";"24,00625";"37,64374";"30,825";"12,27962";"20,86597";"82,37167";"31";
"03/01/2002 16:00:00";"-131,3466";"0,685527";"4,671366";"-152,2634";"20,86597";"12,27962";"15,71162";"48,36671";"-131,3296";"24,00146";"37,94896";"30,97521";"12,27962";"20,86597";"83,20403";"31";
"03/01/2002 17:00:00";"-124,4664";"0,688985";"3,66218";"-146,8131";"20,86597";"12,27962";"15,71401";"28,81814";"-124,4625";"24,00033";"36,97691";"30,48862";"12,27962";"20,86597";"80,22576";"29,5";
"03/01/2002 18:00:00";"0";"0,712135";"-3,024945";"0";"0";"0";"0";"3,0277";"0";"32,44946";"35,34009";"33,89477";"0";"0";"0";"28,25";
"03/01/2002 19:00:00";"0";"0,714303";"-4,063822";"0";"0";"0";"0";"0";"0";"32,93173";"34,36615";"33,64894";"0";"0";"0";"27,25";
"03/01/2002 20:00:00";"0";"0,713956";"-4,062173";"0";"0";"0";"0";"0";"0";"32,67037";"33,27477";"32,97257";"0";"0";"0";"27";
"03/01/2002 21:00:00";"0";"0,712855";"-3,560758";"0";"0";"0";"0";"0";"0";"31,94749";"32,3137";"32,13059";"0";"0";"0";"27";
"03/01/2002 22:00:00";"0";"0,711268";"-3,115426";"0";"0";"0";"0";"0";"0";"31,15126";"31,47787";"31,31456";"0";"0";"0";"26,85";
"03/01/2002 23:00:00";"0";"0,710264";"-2,822632";"0";"0";"0";"0";"0";"0";"30,45366";"30,75097";"30,60231";"0";"0";"0";"26,575";
"04/01/2002";"0";"0,708954";"-2,547655";"0";"0";"0";"0";"0";"0";"29,83185";"30,1032";"29,96752";"0";"0";"0";"26,35";
"04/01/2002 01:00:00";"0";"0,707889";"-2,341341";"0";"0";"0";"0";"0";"0";"29,25752";"29,52558";"29,39155";"0";"0";"0";"26,075";
"04/01/2002 02:00:00";"0";"0,706942";"-2,050822";"0";"0";"0";"0";"0";"0";"28,76486";"29,00477";"28,88481";"0";"0";"0";"26";
"04/01/2002 03:00:00";"0";"0,705983";"-1,758555";"0";"0";"0";"0";"0";"0";"28,34557";"28,55065";"28,44811";"0";"0";"0";"26";
"04/01/2002 04:00:00";"0";"0,704598";"-1,363874";"0";"0";"0";"0";"0";"0";"28,00624";"28,16488";"28,08556";"0";"0";"0";"26,225";
"04/01/2002 05:00:00";"0";"0,703044";"-0,918911";"0";"0";"0";"0";"0";"0";"27,7446";"27,83842";"27,79152";"0";"0";"0";"26,6";
"04/01/2002 06:00:00";"0";"0,701792";"-0,553824";"0";"0";"0";"0";"2,013679";"0";"27,5455";"27,60843";"27,57696";"0";"0";"0";"26,925";
"04/01/2002 07:00:00";"0";"0,700638";"-0,201139";"0";"0";"0";"0";"9,986216";"0";"27,63905";"27,75678";"27,69792";"0";"0";"0";"27,525";
"04/01/2002 08:00:00";"-55,19858";"0,694266";"2,241148";"-110,5075";"20,86597";"12,27962";"13,6101";"18,2294";"-52,79582";"24,74048";"28,57508";"26,65778";"12,27962";"20,86597";"60,38661";"28,15";
"04/01/2002 09:00:00";"-60,48026";"0,690308";"3,21755";"-87,54778";"20,86597";"12,27962";"15,71461";"23,90727";"-60,47987";"24,00004";"29,44828";"26,72416";"12,27962";"20,86597";"47,84032";"28,825";
"04/01/2002 10:00:00";"-67,46433";"0,689488";"3,488082";"-92,72352";"20,86597";"12,27962";"15,71472";"29,69362";"-67,46428";"24,00001";"30,4681";"27,23405";"12,27962";"20,86597";"50,66859";"29,225";
"04/01/2002 11:00:00";"-74,79409";"0,688646";"3,741502";"-98,29303";"20,86597";"12,27962";"15,71473";"36,1967";"-74,79408";"24";"31,48218";"27,74109";"12,27962";"20,86597";"53,71204";"29,6";
"04/01/2002 12:00:00";"0";"0,702519";"-0,188742";"0";"0";"0";"0";"43,83121";"0";"30,02361";"32,39439";"31,209";"0";"0";"0";"29,925";
"04/01/2002 13:00:00";"-83,10658";"0,688685";"3,869111";"-123,9174";"20,86597";"12,27962";"10,91548";"55,47647";"-79,53938";"24,20316";"33,90664";"29,0549";"12,27962";"20,86597";"67,71444";"30";
"04/01/2002 14:00:00";"-99,37768";"0,687737";"3,996263";"-121,5618";"20,86597";"12,27962";"15,68578";"42,85473";"-99,24573";"24,01208";"34,14981";"29,08094";"12,27962";"20,86597";"66,4272";"30";
"04/01/2002 15:00:00";"-100,6299";"0,68765";"4,001728";"-122,0766";"20,86597";"12,27962";"15,70939";"47,489";"-100,6053";"24,00223";"34,46097";"29,2316";"12,27962";"20,86597";"66,70851";"30";
"04/01/2002 16:00:00";"-102,856";"0,688881";"3,648568";"-124,5724";"20,86597";"12,27962";"15,71374";"47,40908";"-102,8513";"24,00042";"34,68562";"29,34302";"12,27962";"20,86597";"68,07236";"29,475";
"04/01/2002 17:00:00";"-99,39204";"0,690363";"3,225456";"-120,6201";"20,86597";"12,27962";"15,71455";"27,62301";"-99,39117";"24,00008";"34,14496";"29,07252";"12,27962";"20,86597";"65,91264";"28,85";
"04/01/2002 18:00:00";"0";"0,708043";"-1,822487";"0";"0";"0";"0";"4,507462";"0";"30,63422";"32,9075";"31,77086";"0";"0";"0";"28,175";
"04/01/2002 19:00:00";"0";"0,708869";"-2,449626";"0";"0";"0";"0";"0";"0";"31,13643";"32,09274";"31,61458";"0";"0";"0";"27,775";
"04/01/2002 20:00:00";"0";"0,709424";"-2,60344";"0";"0";"0";"0";"0";"0";"30,97897";"31,24807";"31,11352";"0";"0";"0";"27,4";
"04/01/2002 21:00:00";"0";"0,708722";"-2,330213";"0";"0";"0";"0";"0";"0";"30,2538";"30,50443";"30,37911";"0";"0";"0";"27,075";
"04/01/2002 22:00:00";"0";"0,707883";"-2,100956";"0";"0";"0";"0";"0";"0";"29,6199";"29,83614";"29,72802";"0";"0";"0";"26,775";
"04/01/2002 23:00:00";"0";"0,70663";"-1,949739";"0";"0";"0";"0";"0";"0";"29,02386";"29,23454";"29,1292";"0";"0";"0";"26,4";
"05/01/2002";"0";"0,706077";"-1,79301";"0";"0";"0";"0";"0";"0";"28,47096";"28,67579";"28,57338";"0";"0";"0";"26,075";
"05/01/2002 01:00:00";"0";"0,705606";"-1,652202";"0";"0";"0";"0";"0";"0";"27,9665";"28,15468";"28,06059";"0";"0";"0";"25,775";
"05/01/2002 02:00:00";"0";"0,705324";"-1,575578";"0";"0";"0";"0";"0";"0";"27,47886";"27,65936";"27,56911";"0";"0";"0";"25,4";
"05/01/2002 03:00:00";"0";"0,70499";"-1,474002";"0";"0";"0";"0";"0";"0";"27,00613";"27,17647";"27,0913";"0";"0";"0";"25,075";
"05/01/2002 04:00:00";"0";"0,704598";"-1,369269";"0";"0";"0";"0";"0";"0";"26,556";"26,71588";"26,63594";"0";"0";"0";"24,775";
"05/01/2002 05:00:00";"0";"0,704414";"-1,328834";"0";"0";"0";"0";"0";"0";"26,12149";"26,28126";"26,20138";"0";"0";"0";"24,4";
"05/01/2002 06:00:00";"0";"0,704258";"-1,286761";"0";"0";"0";"0";"1,231717";"0";"25,73457";"25,91689";"25,82573";"0";"0";"0";"24,075";
"05/01/2002 07:00:00";"0";"0,701467";"-0,447602";"0";"0";"0";"0";"7,565325";"0";"25,73994";"25,90964";"25,82479";"0";"0";"0";"25,275";
"05/01/2002 08:00:00";"-42,68587";"0,694976";"1,86717";"-86,14047";"20,86597";"12,27962";"14,7266";"17,67836";"-41,82701";"24,03782";"26,81817";"25,428";"12,27962";"20,86597";"47,0713";"26,9";
"05/01/2002 09:00:00";"-51,64181";"0,690922";"3,043779";"-74,83895";"20,86597";"12,27962";"15,71472";"24,77297";"-51,64177";"24";"28,1237";"26,06185";"12,27962";"20,86597";"40,8956";"28,575";
"05/01/2002 10:00:00";"-61,33064";"0,689452";"3,484644";"-85,67281";"20,86597";"12,27962";"15,71474";"32,63657";"-61,33063";"24";"29,81339";"26,9067";"12,27962";"20,86597";"46,81574";"29,225";
"05/01/2002 11:00:00";"-74,16338";"0,688642";"3,737809";"-99,50111";"20,86597";"12,27962";"15,71474";"40,90582";"-74,16338";"24";"31,69456";"27,84728";"12,27962";"20,86597";"54,37219";"29,6";
"05/01/2002 12:00:00";"0";"0,704545";"-0,786749";"0";"0";"0";"0";"51,65152";"0";"30,89274";"33,67302";"32,28288";"0";"0";"0";"29,925";
"05/01/2002 13:00:00";"0";"0,713484";"-3,523094";"0";"0";"0";"0";"59,14816";"0";"33,95573";"36,07207";"35,0139";"0";"0";"0";"29,025";
"05/01/2002 14:00:00";"0";"0,720384";"-5,640877";"0";"0";"0";"0";"65,00043";"0";"35,62154";"37,90553";"36,76353";"0";"0";"0";"27,65";
"05/01/2002 15:00:00";"0";"0,725886";"-7,356977";"0";"0";"0";"0";"66,78172";"0";"36,73088";"39,16754";"37,94921";"0";"0";"0";"26,325";
"05/01/2002 16:00:00";"0";"0,726342";"-7,674371";"0";"0";"0";"0";"57,98569";"0";"37,39534";"39,64068";"38,51801";"0";"0";"0";"26,525";
"05/01/2002 17:00:00";"0";"0,724486";"-7,261694";"0";"0";"0";"0";"38,90098";"0";"37,44826";"39,26836";"38,35831";"0";"0";"0";"27,15";
"05/01/2002 18:00:00";"0";"0,721981";"-6,303732";"0";"0";"0";"0";"7,515113";"0";"36,76185";"37,91723";"37,33954";"0";"0";"0";"27,825";
"05/01/2002 19:00:00";"0";"0,720404";"-5,840426";"0";"0";"0";"0";"0";"0";"35,73259";"36,44306";"36,08783";"0";"0";"0";"27,475";
"05/01/2002 20:00:00";"0";"0,719502";"-5,540876";"0";"0";"0";"0";"0";"0";"34,65248";"35,12947";"34,89097";"0";"0";"0";"26,85";
"05/01/2002 21:00:00";"0";"0,718378";"-5,172417";"0";"0";"0";"0";"0";"0";"33,42267";"33,89771";"33,66019";"0";"0";"0";"26,175";
"05/01/2002 22:00:00";"0";"0,716187";"-4,596258";"0";"0";"0";"0";"0";"0";"32,41518";"32,7681";"32,59164";"0";"0";"0";"26";
"05/01/2002 23:00:00";"0";"0,713861";"-3,906209";"0";"0";"0";"0";"0";"0";"31,42571";"31,77227";"31,59899";"0";"0";"0";"26";
"06/01/2002";"0";"0,711937";"-3,334627";"0";"0";"0";"0";"0";"0";"30,6061";"30,90162";"30,75386";"0";"0";"0";"26";
"06/01/2002 01:00:00";"0";"0,710765";"-2,97379";"0";"0";"0";"0";"0";"0";"29,86341";"30,1321";"29,99775";"0";"0";"0";"25,775";
"06/01/2002 02:00:00";"0";"0,710104";"-2,763111";"0";"0";"0";"0";"0";"0";"29,18493";"29,44844";"29,31669";"0";"0";"0";"25,4";
"06/01/2002 03:00:00";"0";"0,709083";"-2,568009";"0";"0";"0";"0";"0";"0";"28,57694";"28,83391";"28,70542";"0";"0";"0";"25,075";
"06/01/2002 04:00:00";"0";"0,709463";"-2,594339";"0";"0";"0";"0";"0";"0";"28,0076";"28,25417";"28,13088";"0";"0";"0";"24,475";
"06/01/2002 05:00:00";"0";"0,709041";"-2,605015";"0";"0";"0";"0";"0";"0";"27,38786";"27,66671";"27,52728";"0";"0";"0";"23,85";
"06/01/2002 06:00:00";"0";"0,70932";"-2,711464";"0";"0";"0";"0";"1,332188";"0";"26,85261";"27,12248";"26,98755";"0";"0";"0";"23,175";
"06/01/2002 07:00:00";"0";"0,705841";"-1,757878";"0";"0";"0";"0";"7,904584";"0";"26,60557";"26,9376";"26,77159";"0";"0";"0";"24,275";
"06/01/2002 08:00:00";"0";"0,703741";"-1,003799";"0";"0";"0";"0";"19,16263";"0";"27,16227";"27,60336";"27,38281";"0";"0";"0";"25,9";
"06/01/2002 09:00:00";"0";"0,703307";"-0,673623";"0";"0";"0";"0";"30,76122";"0";"28,36884";"29,48277";"28,9258";"0";"0";"0";"27,575";
"06/01/2002 10:00:00";"0";"0,706488";"-1,582248";"0";"0";"0";"0";"38,58125";"0";"30,63527";"32,21115";"31,42321";"0";"0";"0";"28,525";
"06/01/2002 11:00:00";"0";"0,711278";"-3,007021";"0";"0";"0";"0";"39,63893";"0";"33,32779";"34,82869";"34,07824";"0";"0";"0";"29,15";
"06/01/2002 12:00:00";"0";"0,714845";"-4,083424";"0";"0";"0";"0";"50,12949";"0";"35,57419";"37,35721";"36,4657";"0";"0";"0";"29,825";
"06/01/2002 13:00:00";"0";"0,717871";"-5,009594";"0";"0";"0";"0";"49,49513";"0";"37,33289";"39,13368";"38,23328";"0";"0";"0";"30,225";
"06/01/2002 14:00:00";"0";"0,719774";"-5,620922";"0";"0";"0";"0";"60,42583";"0";"38,6146";"40,5604";"39,5875";"0";"0";"0";"30,6";
"06/01/2002 15:00:00";"0";"0,720184";"-5,889883";"0";"0";"0";"0";"52,37426";"0";"39,34268";"41,18401";"40,26334";"0";"0";"0";"30,925";
"06/01/2002 16:00:00";"0";"0,721518";"-6,405572";"0";"0";"0";"0";"51,49719";"0";"39,39941";"41,2756";"40,3375";"0";"0";"0";"30,25";
"06/01/2002 17:00:00";"0";"0,723467";"-6,873817";"0";"0";"0";"0";"35,26071";"0";"39,04823";"40,60786";"39,82805";"0";"0";"0";"29,25";
"06/01/2002 18:00:00";"0";"0,724021";"-6,895994";"0";"0";"0";"0";"6,727014";"0";"38,04008";"39,00837";"38,52422";"0";"0";"0";"28,25";
"06/01/2002 19:00:00";"0";"0,722928";"-6,535559";"0";"0";"0";"0";"0";"0";"36,71774";"37,31369";"37,01571";"0";"0";"0";"27,475";
"06/01/2002 20:00:00";"0";"0,72116";"-6,007059";"0";"0";"0";"0";"0";"0";"35,31303";"35,86828";"35,59066";"0";"0";"0";"26,85";
"06/01/2002 21:00:00";"0";"0,719939";"-5,680869";"0";"0";"0";"0";"0";"0";"34,14427";"34,59858";"34,37142";"0";"0";"0";"26,175";
"06/01/2002 22:00:00";"0";"0,717877";"-5,101354";"0";"0";"0";"0";"0";"0";"32,98396";"33,47401";"33,22899";"0";"0";"0";"25,85";
"06/01/2002 23:00:00";"0";"0,715968";"-4,536523";"0";"0";"0";"0";"0";"0";"32,04868";"32,47592";"32,2623";"0";"0";"0";"25,725";
"07/01/2002";"0";"0,7144";"-4,07069";"0";"0";"0";"0";"0";"0";"31,20295";"31,59176";"31,39735";"0";"0";"0";"25,55";
"07/01/2002 01:00:00";"0";"0,713095";"-3,68176";"0";"0";"0";"0";"0";"0";"30,44255";"30,80202";"30,62229";"0";"0";"0";"25,35";
"07/01/2002 02:00:00";"0";"0,711803";"-3,291188";"0";"0";"0";"0";"0";"0";"29,7601";"30,08779";"29,92394";"0";"0";"0";"25,225";
"07/01/2002 03:00:00";"0";"0,710753";"-2,978625";"0";"0";"0";"0";"0";"0";"29,1363";"29,44013";"29,28822";"0";"0";"0";"25,05";
"07/01/2002 04:00:00";"0";"0,709701";"-2,782503";"0";"0";"0";"0";"0";"0";"28,57416";"28,83368";"28,70392";"0";"0";"0";"24,775";
"07/01/2002 05:00:00";"0";"0,709494";"-2,613264";"0";"0";"0";"0";"0";"0";"27,95183";"28,23585";"28,09384";"0";"0";"0";"24,4";
"07/01/2002 06:00:00";"0";"0,708258";"-2,46212";"0";"0";"0";"0";"1,902755";"0";"27,4048";"27,69523";"27,55001";"0";"0";"0";"24,075";
"07/01/2002 07:00:00";"0";"0,705114";"-1,541225";"0";"0";"0";"0";"9,738433";"0";"27,30173";"27,62095";"27,46134";"0";"0";"0";"25,275";
"07/01/2002 08:00:00";"-54,92341";"0,696022";"1,633165";"-106,297";"20,86597";"12,27962";"13,8227";"16,01592";"-52,90653";"24,37632";"28,28204";"26,32918";"12,27962";"20,86597";"58,0858";"26,9";
"07/01/2002 09:00:00";"-60,95133";"0,69063";"3,042056";"-86,74823";"20,86597";"12,27962";"15,70991";"26,8465";"-60,93602";"24,00159";"29,41045";"26,70602";"12,27962";"20,86597";"47,4034";"28,575";
